::1 - - [14/Aug/2025:14:28:23 +0000] "GET /api/health HTTP/1.1" 200 259 "-" "PostmanRuntime/7.45.0"
::1 - - [24/Aug/2025:19:00:16 +0000] "POST /api/logs HTTP/1.1" 200 16 "-" "node"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "GET //uploads/camion-frigo.png HTTP/1.1" 404 164 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "GET //uploads/container_2.png HTTP/1.1" 404 163 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "GET //uploads/cube.png HTTP/1.1" 404 156 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "GET //uploads/20Ft-Container.png HTTP/1.1" 404 166 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "GET //uploads/camion3.png HTTP/1.1" 404 159 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "GET //uploads/camion2.png HTTP/1.1" 404 159 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "GET //uploads/camion-frigo.png HTTP/1.1" 404 164 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "GET //uploads/container_2.png HTTP/1.1" 404 163 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "GET //uploads/20Ft-Container.png HTTP/1.1" 404 166 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "GET //uploads/camion3.png HTTP/1.1" 404 159 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "GET //uploads/camion2.png HTTP/1.1" 404 159 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "GET //uploads/cube.png HTTP/1.1" 404 156 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "OPTIONS /api/logs HTTP/1.1" 200 2 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:16 +0000] "POST /api/logs HTTP/1.1" 200 16 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:18 +0000] "POST /api/logs HTTP/1.1" 200 16 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:20 +0000] "POST /api/logs HTTP/1.1" 200 16 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:20 +0000] "GET //uploads/camion-frigo.png HTTP/1.1" 404 164 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:20 +0000] "GET //uploads/container_2.png HTTP/1.1" 404 163 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:20 +0000] "GET //uploads/20Ft-Container.png HTTP/1.1" 404 166 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:20 +0000] "GET //uploads/camion3.png HTTP/1.1" 404 159 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:20 +0000] "GET //uploads/camion2.png HTTP/1.1" 404 159 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:20 +0000] "GET //uploads/cube.png HTTP/1.1" 404 156 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::1 - - [24/Aug/2025:19:00:31 +0000] "POST /api/logs HTTP/1.1" 200 16 "-" "node"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:32 +0000] "GET //uploads/camion-frigo.png HTTP/1.1" 404 164 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:32 +0000] "GET //uploads/container_2.png HTTP/1.1" 404 163 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:32 +0000] "GET //uploads/20Ft-Container.png HTTP/1.1" 404 166 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:32 +0000] "GET //uploads/camion2.png HTTP/1.1" 404 159 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:32 +0000] "GET //uploads/cube.png HTTP/1.1" 404 156 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:32 +0000] "GET //uploads/camion3.png HTTP/1.1" 404 159 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:32 +0000] "GET //uploads/camion-frigo.png HTTP/1.1" 404 164 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:32 +0000] "GET //uploads/container_2.png HTTP/1.1" 404 163 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:32 +0000] "GET //uploads/20Ft-Container.png HTTP/1.1" 404 166 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:32 +0000] "GET //uploads/camion2.png HTTP/1.1" 404 159 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:32 +0000] "GET //uploads/camion3.png HTTP/1.1" 404 159 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:32 +0000] "GET //uploads/cube.png HTTP/1.1" 404 156 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:33 +0000] "OPTIONS /api/logs HTTP/1.1" 200 2 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:33 +0000] "POST /api/logs HTTP/1.1" 200 16 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:34 +0000] "POST /api/logs HTTP/1.1" 200 16 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:36 +0000] "POST /api/logs HTTP/1.1" 200 16 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:37 +0000] "GET /uploads/camion-frigo.png HTTP/1.1" 200 1219943 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:37 +0000] "GET /uploads/camion2.png HTTP/1.1" 200 49651 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:37 +0000] "GET /uploads/container_2.png HTTP/1.1" 200 8101288 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:37 +0000] "GET /uploads/20Ft-Container.png HTTP/1.1" 200 671809 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:37 +0000] "GET /uploads/camion3.png HTTP/1.1" 200 2366336 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:19:00:37 +0000] "GET /uploads/cube.png HTTP/1.1" 200 1766682 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::1 - - [24/Aug/2025:21:31:29 +0000] "POST /api/logs HTTP/1.1" 200 16 "-" "node"
::1 - - [24/Aug/2025:21:32:01 +0000] "POST /api/logs HTTP/1.1" 200 16 "-" "node"
::1 - - [24/Aug/2025:21:39:14 +0000] "POST /api/logs HTTP/1.1" 200 16 "-" "node"
::1 - - [24/Aug/2025:21:39:15 +0000] "POST /api/logs HTTP/1.1" 200 16 "-" "node"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:15 +0000] "GET /uploads/camion2.png HTTP/1.1" 200 49651 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:15 +0000] "GET /uploads/camion-frigo.png HTTP/1.1" 200 1219943 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:15 +0000] "GET /uploads/container_2.png HTTP/1.1" 200 8101288 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:15 +0000] "GET /uploads/20Ft-Container.png HTTP/1.1" 200 671809 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:15 +0000] "GET /uploads/camion3.png HTTP/1.1" 200 2366336 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:15 +0000] "GET /uploads/cube.png HTTP/1.1" 200 1766682 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:15 +0000] "GET /uploads/camion-frigo.png HTTP/1.1" 200 1219943 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:15 +0000] "GET /uploads/container_2.png HTTP/1.1" 200 8101288 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:15 +0000] "GET /uploads/20Ft-Container.png HTTP/1.1" 200 671809 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:15 +0000] "GET /uploads/camion2.png HTTP/1.1" 200 49651 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:15 +0000] "GET /uploads/camion3.png HTTP/1.1" 200 2366336 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:15 +0000] "GET /uploads/cube.png HTTP/1.1" 200 1766682 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:16 +0000] "OPTIONS /api/logs HTTP/1.1" 200 2 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:16 +0000] "POST /api/logs HTTP/1.1" 200 16 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:17 +0000] "POST /api/logs HTTP/1.1" 200 16 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:25 +0000] "OPTIONS /api/logs HTTP/1.1" 200 2 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:25 +0000] "POST /api/logs HTTP/1.1" 200 16 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:26 +0000] "POST /api/logs HTTP/1.1" 200 16 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:26 +0000] "GET /uploads/camion2.png HTTP/1.1" 200 49651 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:26 +0000] "GET /uploads/camion-frigo.png HTTP/1.1" 200 1219943 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
::ffff:127.0.0.1 - - [24/Aug/2025:21:39:26 +0000] "GET /uploads/container_2.png HTTP/1.1" 200 8101288 "http://localhost:4200/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:142.0) Gecko/20100101 Firefox/142.0"
